1,2004-06-14,DMSD,1340 Édifices à Bureaux,Non,33750.0
1,2004-06-01,"Konica Minolta Business Solutions (Canada), Ltd","0533 Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",Non,33705.0
1,2004-05-07,TECNOIMPIANTI COLARIETI,"0656 Appareils de chauffage, de climatisation et de réfrigération",Non,33096.0
1,2004-04-08,FULLINE BUSINESS INTERIORS INC,0499 Autres services professionnels non précisés ailleurs,Non,32855.0
1,2004-04-13,STRUCTURES,0646 Bâtiments résidentiels,Non,32603.0
1,2004-05-21,Agilysys,"1226 Matériel d'ordinateurs gros/médium, ordinateur principal, mini",Non,32414.58
1,2004-04-01,DENSAN CONSULTANTS LTD,0472 Conseillers en technologie d'information,Non,32100.0
1,2004-06-30,VOLUMES ET COULEURS,0646 Bâtiments résidentiels,Non,32091.91
1,2004-06-15,A-G CANADA LTD.,1228 Ensembles de logiciels d'ordinateurs,Non,31317.83
1,2004-06-25,BELL CANADA,1225 Pièces de matériel de télécommunications,Non,30532.8
1,2004-06-07,BFI,0499 Autres services professionnels non précisés ailleurs,Non,30412.0
1,2004-04-15,André Simard,0491 Services de conseillers en gestion,Non,30242.0
1,2004-04-13,Plan B Systems Inc. (PBSI),"0420 Services techniques, non spécifiés ailleurs",Non,29958.6
1,2004-04-01,ASSOCIATED SERVICES,0499 Autres services professionnels non précisés ailleurs,Non,29654.0
1,2004-04-01,MAKGO ENTERPRISES,0499 Autres services professionnels non précisés ailleurs,Non,29654.0
1,2004-04-01,S.K. CONSTRUCTIONS,0499 Autres services professionnels non précisés ailleurs,Non,29654.0
1,2004-04-01,STRUCTURES,0499 Autres services professionnels non précisés ailleurs,Non,29654.0
1,2004-05-17,Thomson Canada Ltd.,1228 Ensembles de logiciels d'ordinateurs,Non,29514.88
1,2004-06-18,Thomas G. Weiss,0499 Autres services professionnels non précisés ailleurs,Non,29250.0
1,2004-04-01,KHANNA METAL WORKS,0499 Autres services professionnels non précisés ailleurs,Non,28387.0
1,2004-04-12,Contract Furniture Source,0499 Autres services professionnels non précisés ailleurs,Non,28130.0
1,2004-05-05,Girard Engineering,0859 Autres services commerciaux qui ne sont pas précisés ailleurs,Non,27900.0
1,2004-04-22,Signals Communication Systems,0499 Autres services professionnels non précisés ailleurs,Non,27870.0
1,2004-04-01,HOSSEIN KAZEMI,"0658 Matériel d'éclairage, de contrôle et de distribution d'électricité",Non,27506.49
1,2004-06-14,Adjeleian Allen Rubeli,0422 Conseillers techniques - construction,Non,26900.0
1,2004-05-07,AIM Personnel Services Inc.,0499 Autres services professionnels non précisés ailleurs,Non,26598.0
1,2004-06-11,Teknion Furniture System Ltd,"1246 Meubles de bureau et fourniture, incluant des pièces",Non,26096.16
1,2004-05-05,GOLDER ASSOCIATES LTD,0499 Autres services professionnels non précisés ailleurs,Non,25930.0
1,2004-06-23,Nexinnovations,"1226 Matériel d'ordinateurs gros/médium, ordinateur principal, mini",Non,25858.73
1,2004-05-26,MARWOKAT,0630 Édifices à bureaux,Non,25800.0
1,2004-05-01,"Konica Minolta Business Solutions (Canada), Ltd","0533 Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",Non,25680.0
1,2004-05-01,"Konica Minolta Business Solutions (Canada), Ltd","0533 Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",Non,25680.0
1,2004-04-29,KROLL LINDQUIST AVEY,0491 Services de conseillers en gestion,Non,25680.0
1,2004-04-01,"Konica Minolta Business Solutions (Canada), Ltd","0533 Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",Non,25680.0
1,2004-06-08,Lisa O'Reilly,0491 Services de conseillers en gestion,Non,25500.0
1,2004-06-24,Nexinnovations,"1226 Matériel d'ordinateurs gros/médium, ordinateur principal, mini",Non,25413.12
1,2004-05-01,ASSET MANAGEMENT & PROTECTION SERVICES SDN BHD,0460 Services de protection,Non,25322.62
1,2004-04-01,Scotscape,0628 Autres travaux de génie,Non,25310.0
1,2004-04-22,DOCUTEK IMAGING SOLUTIONS,"0533 Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",Non,25200.0
1,2004-04-26,SOCIÉTÉ GRAMMA INC.,0351 Les services professionnels de communication non spécifiés ailleurs,Non,25000.0
1,2004-04-01,OXFORD ANALYTICA INC,0492 Contrats de recherche,Non,25000.0
1,2004-04-01,VIOLETTE PARE,0494 Services de Traduction,Non,25000.0
1,2004-06-23,GE CAPITAL IT SOLUTIONS,0472 Conseillers en technologie d'information,Non,24995.0
1,2004-04-05,IBISKA TELECOM,0472 Conseillers en technologie d'information,Non,24995.0
1,2004-05-19,"FRASER, ROBIN",0499 Autres services professionnels non précisés ailleurs,Non,24985.0
1,2004-04-13,BOYD MOVING & STORAGE LTD.,0859 Autres services commerciaux qui ne sont pas précisés ailleurs,Non,24954.81
1,2004-05-25,PROCOM,0472 Conseillers en technologie d'information,Non,24931.0
1,2004-04-05,TEK SYSTEMS,0472 Conseillers en technologie d'information,Non,24931.0
1,2004-06-30,MITEL NETWORKS CORPORATION,1229 Pièces d'équipement d'ordinateurs,Non,24909.6
1,2004-05-18,MITEL NETWORKS CORPORATION,1225 Pièces de matériel de télécommunications,Non,24909.06
1,2004-05-05,ALLSTREAM,1179 Marchandises et produits divers,Non,24906.0
1,2004-05-21,LYMAN MACINNIS,0491 Services de conseillers en gestion,Non,24900.0
1,2004-05-27,BAU Solutions Canada Inc.,0472 Conseillers en technologie d'information,Non,24823.0
1,2004-06-10,"KELLY, JAMES C.",0499 Autres services professionnels non précisés ailleurs,Non,24800.0
1,2004-04-20,CAMBRIA ASSOCIATES LTD.,0891 Services personnels,Non,24800.0
1,2004-04-21,THE HALIFAX GROUP,0499 Autres services professionnels non précisés ailleurs,Non,24743.75
1,2004-05-25,PROCOM,0472 Conseillers en technologie d'information,Non,24717.0
1,2004-04-02,ANDREW MCCRACKEN,0491 Services de conseillers en gestion,Non,24637.0
1,2004-05-25,NEACOM,0499 Autres services professionnels non précisés ailleurs,Non,24625.35
1,2004-05-11,ANJURA TECHNOLOGY CORPORATION,0472 Conseillers en technologie d'information,Non,24610.0
1,2004-05-06,ANJURA TECHNOLOGY CORPORATION,0472 Conseillers en technologie d'information,Non,24610.0
1,2004-04-20,ROGERS OTTAWA LIMITED,"1224 Matériel de communication numérique pour services intégrées de transmission de la voix de transmission de données (messages-textes, données informatisées) ou d'images et communications vidéo",Non,24610.0
1,2004-04-20,SYMPATICO,0220 Services téléphoniques et autres services de communications téléphoniques (sauf les services améliorés de télécommunications),Non,24610.0
1,2004-04-20,TELEGLOBE,0220 Services téléphoniques et autres services de communications téléphoniques (sauf les services améliorés de télécommunications),Non,24610.0
1,2004-04-19,ROGERS OTTAWA LIMITED,"1224 Matériel de communication numérique pour services intégrées de transmission de la voix de transmission de données (messages-textes, données informatisées) ou d'images et communications vidéo",Non,24610.0
1,2004-06-18,Info Americas,0492 Contrats de recherche,Non,24500.0
1,2004-05-21,PROGESTIC INTERNATIONAL INC.,0491 Services de conseillers en gestion,Non,24449.5
1,2004-04-02,"JTB Cargo, Inc.",0208 Réinstallation des employés à l'extérieur du Canada et(ou) au retour,Non,24360.3
1,2004-06-07,SMED INTERNATIONAL INC.,"1246 Meubles de bureau et fourniture, incluant des pièces",Non,24356.29
1,2004-05-18,QUANARA INC.,0499 Autres services professionnels non précisés ailleurs,Non,24189.0
1,2004-06-25,Hewlett-Packard (Canada) Co.,"1226 Matériel d'ordinateurs gros/médium, ordinateur principal, mini",Non,24117.8
1,2004-05-01,"Konica Minolta Business Solutions (Canada), Ltd","0533 Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",Non,24075.0
1,2004-04-01,"Konica Minolta Business Solutions (Canada), Ltd","0533 Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",Non,24075.0
1,2004-05-15,H & R Consultants,0813 Services d'aide temporaire,Non,24024.0
1,2004-04-22,ERIC MULDERS,0630 Édifices à bureaux,Non,24024.0
1,2004-04-22,LINDA PECK,0630 Édifices à bureaux,Non,24024.0
1,2004-04-22,Eisenhower Institute,0499 Autres services professionnels non précisés ailleurs,Non,24000.0
1,2004-05-26,EMCON EMANATION CONTROLLTD,"1226 Matériel d'ordinateurs gros/médium, ordinateur principal, mini",Non,23968.0
1,2004-06-30,IBM CANADA,1228 Ensembles de logiciels d'ordinateurs,Non,23930.44
1,2004-04-01,SAI STATIONERS,1142 Papier et cartons de papier,Non,23782.0
1,2004-06-04,Symcaster Inc,0472 Conseillers en technologie d'information,Non,23660.0
1,2004-04-22,NEACOM,0499 Autres services professionnels non précisés ailleurs,Non,23358.0
1,2004-04-01,CINDY-LOU ABED,"0451 Autres services de santé, non spécifiés ailleurs",Non,23300.0
1,2004-05-14,J-M PELLERIN CONSULTANT INC.,0446 Conseillers en formation,Non,23200.0
1,2004-05-05,Meridian imaging Solutions Inc,0472 Conseillers en technologie d'information,Non,23194.0
1,2004-04-01,"MEYER, ALINA",0499 Autres services professionnels non précisés ailleurs,Non,23005.0
1,2004-06-25,Belam Telekomunikacijos,1340 Édifices à Bureaux,Non,23000.0
1,2004-05-18,EXCEL HUMAN RESOURCES,0499 Autres services professionnels non précisés ailleurs,Non,22937.37
1,2004-06-09,KISCHI KONSULTING INC.,0472 Conseillers en technologie d'information,Non,22898.0
1,2004-05-31,KISCHI KONSULTING INC.,0472 Conseillers en technologie d'information,Non,22898.0
1,2004-04-01,SANJAY PLYWOOD SALES CORPORATION,1141 Bois et charbon de bois,Non,22834.0
1,2004-04-01,MARIA DE LOS ANGELES ESCOBAR LUGO,0499 Autres services professionnels non précisés ailleurs,Non,22725.0
1,2004-05-12,INNOVATIVE INTERFACES CANADA INC.,0670 Équipement d'informatique-appareils et logiciels,Non,22572.72
1,2004-04-19,Human Capital Inc.,0499 Autres services professionnels non précisés ailleurs,Non,22149.0
1,2004-06-23,KOWA BUILD TAKEDA AKIO,0646 Bâtiments résidentiels,Non,22066.04
1,2004-05-20,BOYD MOVING & STORAGE LTD.,0859 Autres services commerciaux qui ne sont pas précisés ailleurs,Non,21721.0
1,2004-05-18,Human Capital Inc.,0491 Services de conseillers en gestion,Non,21600.0
1,2004-05-21,STEPHEN NEIMAN & ASSOCIATES,0448 Achats de programmes de formation et cours,Non,21400.0
1,2004-05-20,PLM WEB,0321 Services d'imprimerie,Non,21400.0
1,2004-04-16,PMC,0499 Autres services professionnels non précisés ailleurs,Non,21400.0
1,2004-04-06,Michelle E. Fortin,0491 Services de conseillers en gestion,Non,21084.77
1,2004-06-01,Ricoh Canada Inc,"0533 Location de machinerie, de mobilier et d'installation de bureau, et d'autres équipement",Non,20865.0
1,2004-06-14,TELNET INC.,"1227 Matériel d'ordinateurs petit, dessus de bureau personnel / portatif",Non,20794.38
1,2004-04-26,SMED INTERNATIONAL INC.,"1246 Meubles de bureau et fourniture, incluant des pièces",Non,20583.43
1,2004-05-27,Brickman,0499 Autres services professionnels non précisés ailleurs,Non,20571.0
1,2004-04-05,Tom Fitzpatrick,0444 Professeurs et instructeurs contractuels,Non,20475.0
1,2004-04-01,CARLUCCI FRANCO,0499 Autres services professionnels non précisés ailleurs,Non,20474.0
1,2004-05-17,DELOITTE & TOUCHE,0491 Services de conseillers en gestion,Non,20330.0
